"";"X.1";"plot_ID";"tree_ID";"tree_inventory_status";"multi_stem";"dist_cm";"azi_gon";"age";"age_meth";"SP_code";"Kraft";"C_layer";"H_dm";"C_h_dm";"D_mm";"DBH_h_cm";"inv_year";"inv";"X";"Nr_code";"Chr_code_ger";"name";"bot_name";"bot_genus";"bot_species";"Flora_EU";"LH_NH";"IPC";"WZE";"BWI";"BZE_al";"tpS_SP_com_name";"tpS_ID";"H_SP_group";"BWI_SP_group";"Bio_SP_group";"N_SP_group";"N_bg_SP_group";"N_f_SP_group_MoMoK";"RG_Wolff_bio";"BWI_comparisson_group";"bark_type_SP_group";"fruit_type_SP_group";"DBH_cm";"CCS_r_m";"dist_m";"X_tree";"Y_tree";"e_ID";"e_type";"e_form";"stand";"inter_stat";"area_m2";"stand_plot_A_ha";"plot_A_ha"
"51";51;140002;31;-9;0;374;398;93;1;"wli";2;1;269;165;589;130;2012;"HBI";40;123;"WLi";"Winter-Linde";"Tilia cordata";"Tilia";"cordata";"105.001.005";"LB";68;30011;"LI";"WAHR";"Tilia spp.";27;"bu";"aLh";"bu";"BU";"BU";"aLB";"ES";"aLh";"Tilia spp.";"Tilia spp.";58,9;17,84;3,74;3,11077495260971;-2,07621752092984;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"52";52;140002;32;-9;0;415;383;40;5;"wli";4;1;-9;-9;190;130;2012;"HBI";40;123;"WLi";"Winter-Linde";"Tilia cordata";"Tilia";"cordata";"105.001.005";"LB";68;30011;"LI";"WAHR";"Tilia spp.";27;"bu";"aLh";"bu";"BU";"BU";"aLB";"ES";"aLh";"Tilia spp.";"Tilia spp.";19;12,62;4,15;-1,12413859987163;3,9948482334475;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"53";53;140003;1;-9;0;149;199;82;1;"gfi";2;1;259;127;335;150;2012;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";33,5877192982456;17,84;1,49;-1,31388026574065;-0,702722311654668;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"54";54;140003;2;-9;0;1542;177;82;1;"gki";2;1;263;217;314;130;2012;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";31,4;17,84;15,42;13,5324345275231;7,39253784287236;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"55";55;140003;3;-9;0;1395;201;82;1;"gki";2;1;271;208;355;130;2012;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";35,5;17,84;13,95;-0,863368997526154;13,9232573047441;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"56";56;140003;4;-9;0;1032;233;82;1;"rbu";3;1;248;143;227;130;2012;"HBI";8;111;"RBu";"Rot-Buche";"Fagus sylvatica";"Fagus";"sylvatica";"036.001.001";"LB";20;30016;"BU";"WAHR";"Fagus sylvatica";15;"bu";"bu";"bu";"BU";"BU";"aLB";"BU";"bu";"Fagus sylvatica";"Fagus sylvatica";22,7;12,62;10,32;5,14698938820986;8,94488123105361;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"57";57;140003;5;-9;0;1305;246;82;1;"rbu";2;1;311;200;320;130;2012;"HBI";8;111;"RBu";"Rot-Buche";"Fagus sylvatica";"Fagus";"sylvatica";"036.001.001";"LB";20;30016;"BU";"WAHR";"Fagus sylvatica";15;"bu";"bu";"bu";"BU";"BU";"aLB";"BU";"bu";"Fagus sylvatica";"Fagus sylvatica";32;17,84;13,05;10,6587179950777;7,52955713846491;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"58";58;140003;6;-9;0;1135;280;82;1;"rbu";3;1;-9;-9;214;130;2012;"HBI";8;111;"RBu";"Rot-Buche";"Fagus sylvatica";"Fagus";"sylvatica";"036.001.001";"LB";20;30016;"BU";"WAHR";"Fagus sylvatica";15;"bu";"bu";"bu";"BU";"BU";"aLB";"BU";"bu";"Fagus sylvatica";"Fagus sylvatica";21,4;12,62;11,35;-4,40163692641175;-10,4617442316302;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"59";59;140003;7;-9;0;1093;257;82;1;"rbu";4;1;137;80;102;130;2012;"HBI";8;111;"RBu";"Rot-Buche";"Fagus sylvatica";"Fagus";"sylvatica";"036.001.001";"LB";20;30016;"BU";"WAHR";"Fagus sylvatica";15;"bu";"bu";"bu";"BU";"BU";"aLB";"BU";"bu";"Fagus sylvatica";"Fagus sylvatica";10,2;12,62;10,93;-6,26679392073388;8,95500943355466;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"60";60;140003;8;-9;0;713;252;82;1;"gki";3;1;268;212;259;130;2012;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";25,9;12,62;7,13;4,44207706445605;5,57717234388839;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"61";61;140003;9;-9;0;646;291;82;1;"gfi";2;1;-9;-9;309;130;2012;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";30,9;17,84;6,46;5,94329189670393;-2,53157686641614;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"62";62;140003;10;-9;0;1006;291;82;1;"rbu";3;1;-9;-9;216;130;2012;"HBI";8;111;"RBu";"Rot-Buche";"Fagus sylvatica";"Fagus";"sylvatica";"036.001.001";"LB";20;30016;"BU";"WAHR";"Fagus sylvatica";15;"bu";"bu";"bu";"BU";"BU";"aLB";"BU";"bu";"Fagus sylvatica";"Fagus sylvatica";21,6;12,62;10,06;9,2553431084894;-3,94236273624558;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"63";63;140003;11;-9;0;1032;298;82;1;"rbu";3;1;252;179;153;130;2012;"HBI";8;111;"RBu";"Rot-Buche";"Fagus sylvatica";"Fagus";"sylvatica";"036.001.001";"LB";20;30016;"BU";"WAHR";"Fagus sylvatica";15;"bu";"bu";"bu";"BU";"BU";"aLB";"BU";"bu";"Fagus sylvatica";"Fagus sylvatica";15,3;12,62;10,32;4,50094033278722;-9,28676133647728;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"64";64;140003;12;-9;0;1743;307;82;1;"rbu";2;1;286;179;369;130;2012;"HBI";8;111;"RBu";"Rot-Buche";"Fagus sylvatica";"Fagus";"sylvatica";"036.001.001";"LB";20;30016;"BU";"WAHR";"Fagus sylvatica";15;"bu";"bu";"bu";"BU";"BU";"aLB";"BU";"bu";"Fagus sylvatica";"Fagus sylvatica";36,9;17,84;17,43;-13,3903423986587;11,1581194852306;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"65";65;140003;13;-9;0;1232;313;82;1;"rbu";4;1;-9;-9;111;130;2012;"HBI";8;111;"RBu";"Rot-Buche";"Fagus sylvatica";"Fagus";"sylvatica";"036.001.001";"LB";20;30016;"BU";"WAHR";"Fagus sylvatica";15;"bu";"bu";"bu";"BU";"BU";"aLB";"BU";"bu";"Fagus sylvatica";"Fagus sylvatica";11,1;12,62;12,32;-11,2913969192707;4,92815945475421;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"66";66;140003;14;-9;0;816;340;82;1;"gfi";3;1;243;180;262;150;2012;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";26,2877192982456;12,62;8,16;5,30653563972643;6,19889340965895;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"67";67;140003;15;-9;0;1217;333;82;1;"rbu";4;1;-9;-9;136;130;2012;"HBI";8;111;"RBu";"Rot-Buche";"Fagus sylvatica";"Fagus";"sylvatica";"036.001.001";"LB";20;30016;"BU";"WAHR";"Fagus sylvatica";15;"bu";"bu";"bu";"BU";"BU";"aLB";"BU";"bu";"Fagus sylvatica";"Fagus sylvatica";13,6;12,62;12,17;-0,107353591605991;12,1695264988564;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"68";68;140003;16;-9;0;1757;328;82;1;"rbu";2;1;274;125;397;200;2012;"HBI";8;111;"RBu";"Rot-Buche";"Fagus sylvatica";"Fagus";"sylvatica";"036.001.001";"LB";20;30016;"BU";"WAHR";"Fagus sylvatica";15;"bu";"bu";"bu";"BU";"BU";"aLB";"BU";"bu";"Fagus sylvatica";"Fagus sylvatica";40,0070175438596;17,84;17,57;16,803679781747;5,13237233572427;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"69";69;140003;17;-9;0;1212;356;82;1;"gfi";2;1;271;123;363;130;2012;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";36,3;17,84;12,12;-10,1988257304492;-6,54815651309028;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"70";70;140003;18;-9;0;1035;350;82;1;"gfi";3;1;-9;-9;250;130;2012;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";25;12,62;10,35;-9,92495473917035;-2,93560443953542;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"71";71;140003;19;-9;0;707;359;82;1;"gfi";2;1;-9;-9;336;150;2012;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";33,6877192982456;17,84;7,07;5,35073294430251;4,62109910722069;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"72";72;140003;20;-9;0;484;378;82;1;"gfi";2;1;310;145;433;130;2012;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";43,3;17,84;4,84;4,09578449397612;2,57878835481022;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"73";73;140003;21;-9;0;1468;8;82;1;"gki";2;1;261;186;411;130;2012;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";41,1;17,84;14,68;14,5237790604312;-2,13594049631045;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"74";74;140003;22;-9;0;986;3;82;1;"gfi";3;1;-9;-9;298;130;2012;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";29,8;12,62;9,86;1,39144327947029;-9,76132601648039;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"75";75;140003;23;-9;0;991;21;82;1;"rbu";3;1;-9;-9;379;130;2012;"HBI";8;111;"RBu";"Rot-Buche";"Fagus sylvatica";"Fagus";"sylvatica";"036.001.001";"LB";20;30016;"BU";"WAHR";"Fagus sylvatica";15;"bu";"bu";"bu";"BU";"BU";"aLB";"BU";"bu";"Fagus sylvatica";"Fagus sylvatica";37,9;17,84;9,91;8,29125737789232;-5,4279969688225;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"76";76;140003;24;-9;0;1239;37;82;1;"gfi";3;1;-9;-9;263;150;2012;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";26,3877192982456;12,62;12,39;-7,97343747229322;9,4834801036028;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"77";77;140003;25;-9;0;1663;54;82;1;"gfi";2;1;-9;-9;379;130;2012;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";37,9;17,84;16,63;-9,29266188240238;-13,7914225205142;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"78";78;140003;26;-9;0;1772;73;82;1;"gfi";2;1;-9;-9;324;130;2012;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";32,4;17,84;17,72;-11,9923990760431;-13,045334966988;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"79";79;140003;27;-9;0;1091;63;82;1;"gki";2;1;284;215;381;130;2012;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";38,1;17,84;10,91;1,82585069030362;10,7561317050656;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"80";80;140003;28;-9;0;684;72;82;1;"gfi";3;1;-9;-9;276;130;2012;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";27,6;12,62;6,84;1,73615180129233;-6,61599402379336;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"81";81;140003;29;-9;0;910;83;82;1;"gfi";2;1;-9;-9;361;150;2012;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";36,1877192982456;17,84;9,1;8,81211659601169;2,27081507355738;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"82";82;140003;30;-9;0;1310;98;82;1;"gfi";2;1;-9;-9;304;130;2012;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";30,4;17,84;13,1;-7,51130252307454;-10,7326760133181;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"83";83;140003;31;-9;0;1359;117;82;1;"gki";2;1;-9;-9;327;150;2012;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";32,7877192982456;17,84;13,59;-9,37299501731194;-9,84048090315944;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"84";84;140003;32;-9;0;1772;123;82;1;"gfi";2;1;-9;-9;387;150;2012;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";38,7877192982456;17,84;17,72;-8,14948985501956;-15,7348090265797;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"85";85;140003;33;-9;0;1777;135;82;1;"gfi";3;1;-9;-9;337;200;2012;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";34,0070175438596;17,84;17,77;1,57031155206811;-17,7004808304589;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"86";86;140003;34;-9;0;1076;137;82;1;"gfi";2;1;-9;-9;400;200;2012;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";40,3070175438597;17,84;10,76;-10,1414555310468;3,59561951710699;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"87";87;140004;1;-9;0;587;399;89;1;"gfi";2;1;-9;-9;355;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";35,5;17,84;5,87;-0,104087219949667;-5,86907708678657;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"88";88;140004;2;-9;0;1028;18;89;1;"gfi";3;1;240;138;270;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";27;12,62;10,28;-7,72014889681283;6,78805576074914;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"89";89;140004;3;-9;0;1300;16;89;1;"gfi";2;1;-9;-9;331;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";33,1;17,84;13;-3,74274311664585;-12,449573244204;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"90";90;140004;4;-9;0;1272;25;89;1;"gfi";2;1;-9;-9;432;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";43,2;17,84;12,72;-1,68351426124367;12,6080997669034;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"91";91;140004;5;-9;0;1572;52;89;1;"gfi";2;1;-9;-9;320;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";32;17,84;15,72;15,5097857468764;-2,56221507410849;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"92";92;140004;6;-9;0;686;48;89;1;"gfi";3;1;-9;-9;275;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";27,5;12,62;6,86;-5,27022697668035;-4,39139016875871;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"93";93;140004;7;-9;0;644;79;89;1;"gfi";4;1;-9;-9;224;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";22,4;12,62;6,44;-2,86008558647635;-5,7700528973338;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"94";94;140004;8;-9;0;805;92;89;1;"gfi";1;1;304;164;476;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";47,6;17,84;8,05;-6,27470186040723;-5,04287780567823;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"95";95;140004;9;-9;0;1018;70;89;1;"gfi";2;1;-9;-9;387;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";38,7;17,84;10,18;7,87820713825931;6,44718948741853;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"96";96;140004;10;-9;0;1437;83;89;1;"rbu";2;1;293;132;510;130;2011;"HBI";8;111;"RBu";"Rot-Buche";"Fagus sylvatica";"Fagus";"sylvatica";"036.001.001";"LB";20;30016;"BU";"WAHR";"Fagus sylvatica";15;"bu";"bu";"bu";"BU";"BU";"aLB";"BU";"bu";"Fagus sylvatica";"Fagus sylvatica";51;17,84;14,37;13,9153973060097;3,58589149527687;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"97";97;140004;11;-9;0;1195;133;89;1;"gfi";2;1;299;153;354;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";35,4;17,84;11,95;10,3841407867601;5,91372303382099;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"98";98;140004;12;-9;0;1070;144;89;1;"gfi";3;1;284;186;303;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";30,3;17,84;10,7;-5,25393105471362;9,32127719104607;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"99";99;140004;13;-9;0;1370;158;89;1;"bah";1;1;339;101;493;130;2011;"HBI";3;102;"BAh";"Berg-Ahorn";"Acer pseudoplatanus";"Acer";"pseudoplatanus";"095.001.005";"LB";227;30011;"BAH";"WAHR";"Acer pseudoplatanus";23;"bu";"aLh";"bu";"AH";"BU";"aLB";"BAH";"aLh";"Acer pseudoplatanus";"Acer pseudoplatanus";49,3;17,84;13,7;10,9027901224261;8,29573188732176;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"100";100;140004;14;-9;0;1703;170;89;1;"rbu";1;1;317;134;432;130;2011;"HBI";8;111;"RBu";"Rot-Buche";"Fagus sylvatica";"Fagus";"sylvatica";"036.001.001";"LB";20;30016;"BU";"WAHR";"Fagus sylvatica";15;"bu";"bu";"bu";"BU";"BU";"aLB";"BU";"bu";"Fagus sylvatica";"Fagus sylvatica";43,2;17,84;17,03;5,90344022711443;15,9740506285941;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
"101";101;140004;15;-9;0;930;162;89;1;"bah";2;1;280;107;235;130;2011;"HBI";3;102;"BAh";"Berg-Ahorn";"Acer pseudoplatanus";"Acer";"pseudoplatanus";"095.001.005";"LB";227;30011;"BAH";"WAHR";"Acer pseudoplatanus";23;"bu";"aLh";"bu";"AH";"BU";"aLB";"BAH";"aLh";"Acer pseudoplatanus";"Acer pseudoplatanus";23,5;12,62;9,3;-9,09958826237843;1,92028473284164;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"102";102;140004;16;-9;0;617;180;89;1;"gfi";4;1;230;182;234;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";23,4;12,62;6,17;-4,94311176247773;-3,69249862608698;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"103";103;140004;17;-9;0;195;114;89;1;"gfi";3;1;-9;-9;285;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";28,5;12,62;1,95;1,53071175792856;1,20806519449046;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"104";104;140004;18;-9;0;277;231;89;1;"gfi";2;1;-9;-9;395;130;2011;"HBI";83;207;"GFi";"Gewoehnliche Fichte";"Picea abies ";"Picea";"abies ";"026.004.001";"NB";118;30014;"FI";"WAHR";"Picea abies";1;"fi";"fi";"fi";"FI";"FI";"FI";"FI";"fi";"Picea abies";"Picea abies";39,5;17,84;2,77;-2,75804520562995;0,25707322634158;NA;NA;NA;"A";NA;999,860870850348;0,0999860870850348;0,0999860870850348
