bund_nr,lfd_nr,zwiesel,baumkennzahl,bart,alter,alter_methode,d_mess,bhd_hoehe,hoehe,kransatz,azi,hori,kraft,schi
140032,2,,-9,ela,55,1,474,130,292,205,162,1023,2,1
140032,3,,-9,ela,55,1,287,130,-9,-9,178,1028,3,1
140032,4,,-9,ela,55,1,355,130,-9,-9,201,1458,2,1
140032,5,,-9,ela,55,1,256,130,-9,-9,193,980,3,1
140032,6,,-9,ela,55,1,334,130,-9,-9,202,875,2,1
140032,7,,-9,ela,55,1,320,130,-9,-9,197,751,2,1
140032,8,,-9,ela,55,1,155,130,-9,-9,209,1137,4,1
140032,9,,-9,ela,55,1,216,130,232,189,221,761,3,1
140032,10,,-9,gfi,41,2,104,130,102,25,239,322,4,1
140032,11,,-9,sbi,55,1,338,130,265,157,264,505,2,1
140032,12,,-9,ela,55,1,173,130,202,173,239,1241,4,1
140032,13,,-9,ela,55,1,304,130,292,205,236,1447,2,1
140032,14,,-9,ela,55,1,268,130,247,186,256,963,3,1
140032,15,,-9,gfi,51,1,224,130,187,53,264,1118,4,1
140032,16,,-9,ela,55,1,511,130,274,175,291,1181,2,1
140032,17,,-9,gfi,41,2,149,130,-9,-9,278,651,4,1
140032,18,,-9,ela,55,1,402,130,282,194,321,541,2,1
140032,19,,-9,rbu,51,5,151,130,168,72,336,403,4,1
140032,20,,-9,ela,55,1,155,150,-9,-9,314,1187,4,1
140032,21,,-9,ela,55,1,347,130,-9,-9,312,1570,2,1
140032,22,,-9,ela,55,1,253,130,-9,-9,348,1118,2,1
140032,23,,-9,gfi,51,1,227,130,-9,-9,331,903,3,1
140032,24,,-9,sbi,55,1,271,130,232,122,364,1197,3,1
140032,25,,-9,ela,55,1,363,130,252,154,396,1433,2,1
140032,26,,-9,ela,55,1,319,130,-9,-9,396,1195,3,1
140032,27,,-9,ela,55,1,297,130,-9,-9,389,860,3,1
140032,28,,-9,ela,55,1,434,130,-9,-9,386,677,2,1
140032,29,,-9,sbi,55,1,211,130,-9,-9,27,1215,3,1
140032,30,,-9,sbi,55,1,125,130,-9,-9,23,977,4,1
140032,31,,-9,sbi,55,1,107,130,167,130,25,816,4,1
140032,32,,-9,gfi,51,1,142,130,-9,-9,38,626,4,1
140032,33,,-9,sbi,55,1,243,130,-9,-9,47,1035,3,1
140032,34,,-9,sbi,55,1,272,130,-9,-9,52,888,3,1
140032,35,,-9,sbi,55,1,253,130,-9,-9,53,307,3,1
140032,36,,-9,gfi,41,2,141,130,-9,-9,80,363,4,1
140032,37,,-9,sbi,55,1,191,130,262,161,68,577,2,1
140032,38,,-9,sbi,55,1,116,130,-9,-9,66,1004,4,1
140032,39,,-9,gfi,81,5,563,140,255,57,81,1155,1,1
140032,40,,-9,sbi,55,1,282,130,-9,-9,88,835,3,1
140032,41,,-9,sbi,55,1,164,130,-9,-9,91,704,4,1
140032,42,,-9,gfi,41,2,101,130,-9,-9,100,565,4,1
140032,43,,-9,gfi,41,2,132,130,122,30,111,436,4,1
140032,44,,-9,gfi,41,2,158,130,147,47,117,761,4,1
140032,45,,-9,sbi,55,1,243,130,231,132,134,303,2,1
140033,1,,-9,gfi,29,2,105,130,91,5,285,899,2,1
140033,2,,-9,gfi,29,2,214,130,-9,-9,295,1252,1,1
140033,3,,-9,gfi,29,2,165,130,-9,-9,309,891,2,1
140033,4,,-9,gfi,29,2,155,130,-9,-9,310,866,2,1
140033,5,,-9,ela,29,2,179,130,103,50,323,1261,2,1
140033,6,,-9,gfi,29,2,152,130,-9,-9,340,541,1,1
140033,7,,-9,gfi,29,2,129,130,-9,-9,320,735,2,1
140033,8,,-9,gfi,29,2,170,130,-9,-9,304,428,1,1
140033,9,,-9,gfi,29,2,77,130,-9,-9,331,296,3,1
140033,10,,-9,gfi,29,2,71,130,-9,-9,347,247,3,1
140033,11,,-9,gfi,29,2,93,130,-9,-9,359,514,2,1
140033,12,,-9,gfi,29,2,113,130,-9,-9,387,269,2,1
140033,13,,-9,gki,29,2,235,130,112,42,371,836,1,1
140033,14,,-9,gfi,29,2,102,130,-9,-9,378,1195,2,1
140033,15,,-9,gfi,29,2,140,130,-9,-9,391,1082,1,1
140033,16,,-9,gfi,29,2,141,130,-9,-9,2,825,2,1
140033,17,,-9,gfi,29,2,213,130,-9,-9,4,1240,1,1
140033,18,,-9,gfi,29,2,115,130,-9,-9,19,1083,2,1
140033,19,,-9,gfi,29,2,168,130,-9,-9,24,1248,2,1
140033,20,,-9,gfi,29,2,125,130,-9,-9,36,1055,2,1
140033,21,,-9,gfi,29,2,164,130,-9,-9,38,1152,2,1
140033,22,,-9,gfi,29,2,149,130,-9,-9,40,1216,2,1
140033,23,,-9,gfi,29,2,168,130,-9,-9,47,1133,2,1
140033,24,,-9,gfi,29,2,172,130,-9,-9,44,855,1,1
140033,25,,-9,gfi,29,2,109,130,-9,-9,43,732,3,1
140033,26,,-9,gfi,29,2,77,130,-9,-9,25,404,3,1
140033,27,,-9,gfi,29,2,90,130,80,5,68,324,2,1
140033,28,,-9,gfi,29,2,220,130,137,10,66,1073,1,1
140033,29,,-9,gfi,29,2,173,130,112,5,67,1212,2,1
140033,30,,-9,ela,29,2,269,130,115,20,75,1231,1,1
140033,31,,-9,gfi,29,2,156,130,-9,-9,93,862,2,1
140033,32,,-9,gfi,29,2,149,130,-9,-9,102,575,2,1
140033,33,,-9,gfi,29,2,72,130,-9,-9,122,477,3,1
140033,34,,-9,gfi,29,2,115,130,-9,-9,109,1052,2,1
140033,35,,-9,gfi,29,2,171,130,-9,-9,127,990,2,1
140033,36,,-9,gfi,41,5,408,130,203,50,139,1321,1,1
140033,37,,-9,gfi,41,5,317,130,193,55,149,1363,1,1
140033,38,,-9,gfi,41,5,385,130,179,40,162,963,1,1
140033,39,,-9,gfi,29,2,121,130,-9,-9,174,386,2,1
140033,40,,-9,gfi,29,2,110,130,-9,-9,170,552,2,1
140033,41,,-9,gfi,29,2,115,130,-9,-9,167,734,2,1
140033,42,,-9,gfi,29,2,110,130,-9,-9,193,970,3,1
140033,43,,-9,gfi,29,2,170,130,-9,-9,204,621,2,1
140033,44,,-9,gfi,29,2,185,130,-9,-9,211,1152,2,1
140033,45,,-9,gfi,29,2,160,130,-9,-9,245,835,2,1
140033,46,,-9,gfi,29,2,176,130,-9,-9,242,826,2,1
140034,1,,-9,gfi,52,1,291,190,222,110,295,701,2,1
140034,2,,-9,gfi,52,1,125,130,-9,-9,304,786,4,1
140034,3,,-9,gfi,52,1,112,130,117,83,313,1040,4,1
140034,4,,-9,gfi,52,1,288,130,219,93,315,1153,2,1
140034,5,,-9,gfi,52,1,328,130,-9,-9,325,1706,1,1
140034,6,,-9,gfi,52,1,319,130,-9,-9,323,829,2,1
140034,7,,-9,gfi,52,1,142,130,-9,-9,340,1231,3,1
140034,8,,-9,gfi,52,1,123,130,-9,-9,351,1178,4,1
140034,9,,-9,gfi,52,1,321,130,-9,-9,362,779,1,1
140034,10,,-9,gfi,52,1,304,130,-9,-9,376,1083,2,1
140034,11,,-9,gfi,52,1,140,130,-9,-9,4,924,4,1
140034,12,,-9,gfi,52,1,327,130,-9,-9,397,349,1,1
140034,13,,-9,gfi,52,1,265,130,-9,-9,18,823,2,1
140034,14,,-9,gfi,52,1,271,150,-9,-9,14,1094,2,1
140034,15,,-9,gfi,52,1,376,130,256,113,17,1384,1,1
140034,16,,-9,gfi,52,1,110,130,-9,-9,36,810,4,1
140034,17,,-9,gfi,52,1,225,130,-9,-9,33,1023,3,1
140034,18,,-9,gfi,52,1,272,130,-9,-9,47,1086,2,1
140034,19,,-9,gfi,52,1,308,130,-9,-9,52,848,2,1
140034,20,,-9,gfi,52,1,402,130,215,77,57,1371,1,1
140034,21,,-9,gfi,52,1,309,130,-9,-9,78,1642,2,1
140034,22,,-9,gfi,52,1,307,130,-9,-9,87,1215,2,1
140034,23,,-9,gfi,52,1,226,130,191,97,88,875,3,1
140034,24,,-9,gfi,52,1,332,130,-9,-9,100,606,2,1
140034,25,,-9,gfi,52,1,331,130,-9,-9,105,1240,2,1
140034,26,,-9,gfi,52,1,105,130,-9,-9,108,786,4,1
140034,27,,-9,gfi,52,1,288,130,-9,-9,117,262,2,1
140034,28,,-9,gfi,52,1,262,130,-9,-9,128,542,2,1
140034,29,,-9,gfi,52,1,272,150,-9,-9,131,953,2,1
140034,30,,-9,gfi,52,1,261,130,-9,-9,134,1208,2,1
140034,31,,-9,gfi,52,1,308,170,-9,-9,147,1126,2,1
140034,32,,-9,gfi,52,1,304,170,-9,-9,150,846,2,1
140034,33,,-9,gfi,52,1,229,130,-9,-9,164,393,3,1
140034,34,,-9,gfi,52,1,311,130,-9,-9,157,1642,2,1
140034,35,,-9,gfi,52,1,312,180,-9,-9,172,832,2,1
140034,36,,-9,gfi,52,1,299,130,-9,-9,191,569,2,1
140034,37,,-9,gfi,52,1,362,130,-9,-9,190,977,1,1
140034,38,,-9,gfi,52,1,359,130,-9,-9,177,1778,1,1
140034,39,,-9,gfi,52,1,261,130,-9,-9,204,1155,3,1
140034,40,,-9,gfi,52,1,236,130,-9,-9,221,979,3,1
140034,41,,-9,gfi,52,1,305,130,-9,-9,229,447,2,1
140034,42,,-9,gfi,52,1,351,130,-9,-9,241,1240,1,1
140034,43,,-9,gfi,52,1,249,130,-9,-9,256,1001,3,1
140035,1,,-9,gfi,64,1,288,130,201,81,40,487,2,1
140035,2,,-9,gfi,64,1,443,170,-9,-9,73,1052,1,1
140035,3,,-9,gfi,64,1,326,130,-9,-9,97,1113,2,1
140035,4,,-9,gfi,64,1,167,130,165,93,92,721,3,1
140035,5,,-9,gfi,64,1,168,130,-9,-9,92,746,3,1
140035,6,,-9,gfi,64,1,258,200,-9,-9,112,736,2,1
140035,7,,-9,gfi,64,1,435,170,-9,-9,116,1688,1,1
140035,8,,-9,wta,64,1,301,130,190,85,129,1698,2,1
140035,9,,-9,gfi,64,1,289,130,-9,-9,127,1125,2,1
140035,10,,-9,sah,64,1,99,130,74,34,119,451,4,1
140035,11,,-9,sah,64,1,176,130,142,39,131,198,3,1
140035,12,,-9,sah,64,1,210,130,163,75,146,471,2,1
140035,13,,-9,gfi,64,1,419,170,-9,-9,147,858,1,1
140035,14,,-9,gfi,64,1,400,150,-9,-9,152,1199,2,1
140035,15,,-9,gfi,64,1,304,130,-9,-9,147,1595,3,1
140035,16,,-9,gfi,64,1,420,150,-9,-9,168,1040,2,1
140035,17,,-9,bah,64,1,114,130,102,65,185,435,4,1
140035,18,,-9,bah,64,1,138,170,128,65,198,616,4,1
140035,19,,-9,gfi,64,1,392,150,-9,-9,198,1051,2,1
140035,20,,-9,gfi,64,1,347,130,-9,-9,203,1582,2,1
140035,21,,-9,gfi,64,1,311,180,-9,-9,234,978,2,1
140035,22,,-9,gfi,64,1,324,130,-9,-9,244,706,2,1
140035,23,,-9,gfi,64,1,354,150,220,87,256,886,2,1
140035,24,,-9,gfi,64,1,275,170,-9,-9,274,825,3,1
140035,25,,-9,gfi,64,1,304,130,-9,-9,272,590,2,1
140035,26,,-9,rbu,64,1,132,130,83,57,279,766,4,1
140035,27,,-9,rbu,64,1,119,160,113,46,286,745,4,1
140035,28,,-9,gfi,64,1,439,200,222,77,261,1625,1,1
140035,29,,-9,gfi,64,1,365,200,-9,-9,318,1574,2,1
140035,30,,-9,gfi,64,1,327,130,-9,-9,330,1650,2,1
140035,31,,-9,gfi,64,1,214,150,140,34,339,1123,4,1
140035,32,,-9,gfi,64,1,317,130,-9,-9,326,706,2,1
140035,33,,-9,bah,64,1,276,130,159,73,315,429,3,1
140035,34,,-9,gfi,64,1,344,130,225,81,359,509,2,1
140035,35,,-9,gfi,64,1,418,130,220,97,399,228,1,1
140035,36,,-9,gfi,64,1,386,130,-9,-9,358,1723,2,1
140035,37,,-9,gfi,64,1,323,150,-9,-9,369,1689,3,1
140035,38,,-9,gfi,64,1,317,150,-9,-9,393,1442,3,1
140035,39,,-9,gfi,64,1,356,180,-9,-9,6,1713,2,1
140035,40,,-9,gfi,64,1,283,130,-9,-9,3,1248,3,1
140035,41,,-9,gfi,64,1,295,200,-9,-9,13,1247,3,1
140035,42,,-9,gfi,64,1,366,130,-9,-9,28,1782,2,1
140035,43,,-9,gfi,64,1,407,130,-9,-9,36,1532,2,1
140036,1,,-9,gfi,162,1,266,130,229,140,209,158,3,1
140036,2,,-9,gfi,162,1,278,130,-9,-9,208,450,3,1
140036,3,,-9,gfi,162,1,310,130,245,153,208,802,2,1
140036,4,,-9,gfi,162,1,334,130,-9,-9,215,1415,2,1
140036,5,,-9,gfi,162,1,435,130,265,130,237,1119,1,1
140036,6,,-9,gfi,162,1,358,130,286,143,263,1155,2,1
140036,7,,-9,gfi,162,1,398,130,-9,-9,267,584,2,1
140036,8,,-9,gfi,162,1,292,130,-9,-9,294,755,3,1
140036,9,,-9,gfi,162,1,324,130,-9,-9,300,1278,2,1
140036,10,,-9,gfi,162,1,335,130,-9,-9,312,1523,2,1
140036,11,,-9,gfi,162,1,347,130,-9,-9,315,1336,2,1
140036,12,,-9,gfi,162,1,295,130,-9,-9,315,1173,3,1
140036,13,,-9,gfi,162,1,260,130,-9,-9,333,1134,3,1
140036,14,,-9,gfi,162,1,239,130,243,157,343,968,3,1
140036,15,,-9,gfi,162,1,295,130,-9,-9,338,604,2,1
140036,16,,-9,gfi,162,1,386,130,-9,-9,359,293,1,1
140036,17,,-9,gfi,162,1,230,150,-9,-9,365,1181,3,1
140036,18,,-9,gfi,162,1,177,130,196,132,384,639,4,1
140036,19,,-9,gfi,162,1,335,130,-9,-9,382,990,2,1
140036,20,,-9,gfi,162,1,378,130,-9,-9,395,1128,1,1
140036,21,,-9,gfi,162,1,315,130,-9,-9,395,1442,2,1
140036,22,,-9,gfi,162,1,245,130,-9,-9,13,1171,3,1
140036,23,,-9,gfi,162,1,364,130,-9,-9,13,902,1,1
140036,24,,-9,gfi,162,1,360,130,-9,-9,25,1647,2,1
140036,25,,-9,gfi,162,1,266,130,-9,-9,34,1166,3,1
140036,26,,-9,gfi,162,1,262,130,-9,-9,34,417,3,1
140036,27,,-9,gfi,162,1,284,130,-9,-9,49,997,3,1
140036,28,,-9,gfi,31,5,137,130,103,25,66,1066,-9,2
140036,29,,-9,gfi,162,1,292,130,-9,-9,95,461,3,1
140036,30,,-9,gfi,162,1,272,130,-9,-9,153,372,3,1
140036,31,,-9,gfi,162,1,332,130,-9,-9,143,560,2,1
140036,32,,-9,gfi,162,1,323,130,-9,-9,131,1190,2,1
140036,33,,-9,gfi,162,1,425,130,-9,-9,140,1430,1,1
140036,34,,-9,gfi,162,1,385,130,-9,-9,154,1630,2,1
140036,35,,-9,gfi,162,1,384,130,-9,-9,168,1105,2,1
140036,36,,-9,gfi,162,1,242,130,-9,-9,189,945,3,1
140036,37,,-9,gfi,162,1,355,130,-9,-9,192,1300,2,1
140036,38,,-9,gfi,162,1,305,130,-9,-9,196,1697,2,1
140036,39,,-9,gfi,162,1,333,170,-9,-9,371,1748,2,1
140036,40,,-9,gfi,162,1,340,130,-9,-9,168,1746,2,1
140037,1,,-9,gfi,64,1,395,130,-9,-9,53,335,2,1
140037,2,,-9,gfi,64,1,461,130,-9,-9,42,1332,1,1
140037,3,,-9,gfi,64,1,325,150,-9,-9,70,1415,2,1
140037,4,,-9,gfi,64,1,403,130,-9,-9,88,1564,2,1
140037,5,,-9,gfi,64,1,321,130,-9,-9,81,1290,2,1
140037,6,,-9,gfi,64,1,224,150,-9,-9,83,1024,3,1
140037,7,,-9,gfi,64,1,377,130,-9,-9,72,678,2,1
140037,8,,-9,gfi,64,1,299,150,-9,-9,109,1378,2,1
140037,9,,-9,gfi,64,1,325,190,-9,-9,122,1634,2,1
140037,10,,-9,gfi,64,1,334,130,-9,-9,122,1099,2,1
140037,11,,-9,gfi,64,1,258,130,-9,-9,139,851,3,1
140037,12,,-9,gfi,64,1,305,130,-9,-9,157,331,3,1
140037,13,,-9,gfi,64,1,328,130,-9,-9,180,539,2,1
140037,14,,-9,gfi,64,1,167,130,128,81,162,879,3,1
140037,15,,-9,gfi,64,1,404,200,-9,-9,145,1671,1,1
140037,16,,-9,gfi,64,1,437,200,-9,-9,174,1307,1,1
140037,17,,-9,gfi,64,1,428,130,-9,-9,188,1021,2,1
140037,18,,-9,gfi,64,1,405,160,-9,-9,198,1541,2,1
140037,19,,-9,gfi,64,1,369,170,-9,-9,228,1100,2,1
140037,20,,-9,gfi,64,1,203,130,-9,-9,196,220,3,1
140037,21,,-9,gfi,64,1,400,130,-9,-9,242,377,2,1
140037,22,,-9,gfi,64,1,364,130,-9,-9,243,1504,2,1
140037,23,,-9,gfi,64,1,350,130,-9,-9,250,1209,2,1
140037,24,,-9,gfi,64,1,327,130,-9,-9,278,1141,2,1
140037,25,,-9,gfi,64,1,320,170,234,92,272,765,2,1
140037,26,,-9,gfi,64,1,390,130,238,98,307,554,2,1
140037,27,,-9,gfi,64,1,273,150,209,100,309,833,3,1
140037,28,,-9,gfi,64,1,420,130,243,70,294,1563,1,1
140037,29,,-9,gfi,64,1,359,150,-9,-9,326,1713,2,1
140037,30,,-9,gfi,64,1,461,150,244,72,323,1029,2,1
140037,31,,-9,gfi,64,1,375,130,-9,-9,346,752,2,1
140037,32,,-9,gfi,64,1,395,130,-9,-9,353,1767,2,1
140037,33,,-9,gfi,64,1,377,180,-9,-9,378,1648,2,1
140037,34,,-9,gfi,64,1,392,130,-9,-9,393,1550,2,1
140037,35,,-9,gfi,64,1,325,150,-9,-9,2,1240,2,1
140037,36,,-9,gfi,64,1,377,160,-9,-9,368,1162,2,1
140037,37,,-9,gfi,64,1,313,170,-9,-9,384,791,2,1
140037,38,,-9,gfi,64,1,322,150,-9,-9,9,576,2,1
140037,39,,-9,gfi,64,1,237,130,213,114,377,379,3,1
140038,1,,-9,gfi,101,1,370,130,245,140,98,258,2,1
140038,2,,-9,gfi,101,1,473,130,272,142,110,816,2,1
140038,3,,-9,gfi,101,1,554,130,298,133,101,1369,1,1
140038,4,,-9,gfi,101,1,306,130,253,146,116,1131,2,1
140038,5,,-9,gfi,101,1,396,130,-9,-9,131,1553,2,1
140038,6,,-9,gfi,101,1,398,130,-9,-9,163,1592,2,1
140038,7,,-9,gfi,101,1,520,130,279,156,194,1672,2,1
140038,8,,-9,gfi,101,1,329,130,-9,-9,190,1352,3,1
140038,9,,-9,gfi,101,1,316,130,-9,-9,201,1117,3,1
140038,10,,-9,gfi,101,1,443,170,-9,-9,198,812,2,1
140038,11,,-9,gfi,101,1,415,130,273,156,218,454,2,1
140038,12,,-9,gfi,101,1,469,200,-9,-9,222,1484,2,1
140038,13,,-9,gfi,101,1,394,130,-9,-9,235,1454,2,1
140038,14,,-9,gfi,101,1,390,130,-9,-9,256,1533,2,1
140038,15,,-9,gfi,101,1,390,150,-9,-9,255,738,2,1
140038,16,,-9,gfi,101,1,184,150,192,168,279,567,4,1
140038,17,,-9,gfi,101,1,403,130,-9,-9,282,581,2,1
140038,18,,-9,gfi,101,1,388,130,-9,-9,284,1359,2,1
140038,19,,-9,gfi,101,1,382,130,-9,-9,287,1781,2,1
140038,20,,-9,gfi,101,1,458,130,-9,-9,301,1041,2,1
140038,21,,-9,gfi,101,1,384,130,-9,-9,313,1639,2,1
140038,22,,-9,gfi,101,1,387,130,-9,-9,337,1035,3,1
140038,23,,-9,gfi,101,1,410,130,-9,-9,363,852,2,1
140038,24,,-9,gfi,101,1,487,130,-9,-9,366,1568,2,1
140038,25,,-9,gfi,101,1,464,130,-9,-9,14,1692,2,1
140038,26,,-9,gfi,101,1,520,130,-9,-9,27,1518,1,1
140038,27,,-9,gfi,101,1,408,130,-9,-9,38,855,2,1
140038,28,,-9,gfi,101,1,422,150,-9,-9,56,1346,2,1
140039,1,,-9,gfi,110,1,229,130,201,138,372,266,3,1
140039,2,,-9,gfi,110,1,434,130,271,149,10,735,2,1
140039,3,,-9,gfi,110,1,389,130,-9,-9,25,1323,2,1
140039,4,,-9,gfi,110,1,287,130,-9,-9,65,1089,3,1
140039,5,,-9,gfi,110,1,350,130,-9,-9,71,1360,2,1
140039,6,,-9,gfi,110,1,249,130,-9,-9,105,1151,3,1
140039,7,,-9,gfi,110,1,416,130,-9,-9,86,697,2,1
140039,8,,-9,gfi,110,1,442,130,-9,-9,116,1436,2,1
140039,9,,-9,gfi,110,1,319,130,-9,-9,132,1318,2,1
140039,10,,-9,gfi,110,1,280,130,266,182,126,903,2,1
140039,11,,-9,gfi,110,1,400,130,-9,-9,151,282,2,1
140039,12,,-9,gfi,110,1,417,130,-9,-9,154,941,2,1
140039,13,,-9,gfi,110,1,310,130,269,204,168,1542,2,1
140039,14,,-9,gfi,110,1,396,130,-9,-9,171,1031,2,1
140039,15,,-9,gfi,110,1,370,130,274,167,216,368,2,1
140039,16,,-9,gfi,110,1,403,130,-9,-9,240,932,2,1
140039,17,,-9,gfi,110,1,463,130,275,172,231,1372,2,1
140039,18,,-9,gfi,110,1,401,130,-9,-9,299,1714,2,1
140039,19,,-9,gfi,110,1,318,130,-9,-9,297,1168,2,1
140039,20,,-9,gfi,110,1,303,130,-9,-9,291,944,2,1
140039,21,,-9,gfi,110,1,291,130,-9,-9,319,815,2,1
140039,22,,-9,gfi,110,1,355,130,-9,-9,324,1444,2,1
140039,23,,-9,gfi,110,1,335,130,-9,-9,339,1226,2,1
140039,24,,-9,gfi,110,1,418,130,-9,-9,374,1336,2,1
140039,25,,-9,gfi,110,1,234,130,-9,-9,365,921,3,1
140039,26,,-9,gfi,110,1,208,140,-9,-9,379,823,3,1
140039,27,,-9,gfi,110,1,205,130,-9,-9,399,1106,3,1
140039,28,,-9,gfi,110,1,384,130,-9,-9,5,1471,2,1
140039,29,,-9,gfi,110,1,468,130,-9,-9,390,1772,2,1
140039,30,,-9,gfi,110,1,479,130,-9,-9,148,1772,2,1
140040,1,,-9,gfi,126,1,526,130,321,185,93,342,2,1
140040,2,,-9,gfi,126,1,455,130,316,178,83,1131,2,1
140040,3,,-9,gfi,126,1,501,130,-9,-9,101,1660,2,1
140040,4,,-9,gfi,126,1,382,130,-9,-9,138,1484,3,1
140040,5,,-9,gfi,126,1,381,130,263,161,125,985,3,1
140040,6,,-9,gfi,126,1,341,130,285,185,186,740,3,1
140040,7,,-9,gfi,126,1,370,130,-9,-9,217,1042,3,1
140040,8,,-9,gfi,126,1,473,130,-9,-9,212,1633,2,1
140040,9,,-9,gfi,126,1,550,130,-9,-9,229,1505,1,1
140040,10,,-9,gfi,126,1,458,130,-9,-9,256,1448,2,1
140040,11,,-9,gfi,126,1,474,130,-9,-9,264,1232,2,1
140040,12,,-9,gfi,126,1,570,130,334,207,281,555,1,1
140040,13,,-9,gfi,126,1,435,130,311,189,288,1369,2,1
140040,14,,-9,gfi,126,1,360,130,-9,-9,324,1655,3,1
140040,15,,-9,gfi,126,1,410,130,-9,-9,342,1509,2,1
140040,16,,-9,gfi,126,1,436,130,-9,-9,364,1637,2,1
140040,17,,-9,gfi,126,1,239,130,260,203,317,760,3,1
140040,18,,-9,gfi,126,1,431,130,-9,-9,353,293,2,1
140040,19,,-9,gfi,126,1,591,130,-9,-9,375,1002,1,1
140040,20,,-9,gfi,126,1,451,130,-9,-9,12,1679,2,1
140040,21,,-9,gfi,126,1,523,130,-9,-9,51,1748,2,1
140040,22,,-9,gfi,126,1,485,130,-9,-9,17,737,2,1
140041,1,,-9,gfi,89,1,323,130,-9,-9,235,1585,2,1
140041,2,,-9,gfi,89,1,374,130,-9,-9,288,1538,2,1
140041,3,,-9,gfi,89,1,552,130,282,140,347,1520,1,1
140041,4,,-9,gfi,89,1,340,130,255,129,377,880,2,1
140041,5,,-9,gfi,89,1,351,130,266,158,394,1385,2,1
140041,6,,-9,gfi,89,1,493,130,310,148,17,1318,1,1
140041,7,,-9,gfi,89,1,232,130,212,130,66,310,3,1
140041,8,,-9,gfi,89,1,409,130,268,146,92,554,2,1
140041,9,,-9,gfi,89,1,298,130,-9,-9,128,587,4,1
140041,10,,-9,gfi,89,1,263,130,237,124,117,799,3,1
140041,11,,-9,gfi,89,1,292,130,-9,-9,119,1005,2,1
140041,12,,-9,gfi,89,1,362,130,-9,-9,105,1277,2,1
140041,13,,-9,gfi,89,1,358,130,-9,-9,64,1436,2,1
140041,14,,-9,gfi,89,1,410,130,-9,-9,52,1507,2,1
140041,15,,-9,gfi,89,1,359,130,-9,-9,69,1741,2,1
140041,16,,-9,gfi,89,1,241,130,-9,-9,162,860,4,1
140041,17,,-9,gfi,89,1,414,130,-9,-9,160,1327,2,1
140041,18,,-9,gfi,89,1,314,130,-9,-9,149,1697,2,1
140041,19,,-9,gfi,89,1,391,130,-9,-9,207,1411,2,1
140041,20,,-9,gfi,89,1,330,130,-9,-9,210,981,2,1
140041,21,,-9,gfi,89,1,303,130,-9,-9,192,602,3,1
140041,22,,-9,gfi,89,1,349,130,-9,-9,177,809,2,1
140042,1,,-9,gfi,96,1,439,130,-9,-9,175,1784,2,1
140042,2,,-9,gfi,96,1,533,130,335,187,247,1308,1,1
140042,3,,-9,gfi,96,1,423,130,-9,-9,260,1609,2,1
140042,4,,-9,gfi,96,1,563,130,324,185,280,1345,1,1
140042,5,,-9,gfi,96,1,378,130,286,173,295,897,2,1
140042,6,,-9,gfi,96,1,428,130,-9,-9,305,541,2,1
140042,7,,-9,gfi,96,1,289,130,298,221,320,776,2,1
140042,8,,-9,gfi,96,1,442,130,-9,-9,321,1407,2,1
140042,9,,-9,gfi,96,1,458,130,313,187,382,1700,2,1
140042,10,,-9,gfi,96,1,430,130,-9,-9,370,1346,2,1
140042,11,,-9,gfi,96,1,388,130,-9,-9,357,900,2,1
140042,12,,-9,gfi,96,1,409,130,300,208,370,233,2,1
140042,13,,-9,gfi,96,1,395,130,-9,-9,39,403,2,1
140042,14,,-9,gfi,96,1,530,130,-9,-9,10,950,1,1
140042,15,,-9,gfi,96,1,376,130,-9,-9,397,1474,2,1
140042,16,,-9,gfi,96,1,352,130,-9,-9,52,1747,2,1
140042,17,,-9,gfi,96,1,340,130,325,227,50,1527,2,1
140042,18,,-9,gfi,96,1,361,130,-9,-9,43,1400,2,1
140042,19,,-9,gfi,96,1,437,130,-9,-9,48,1059,2,1
140042,20,,-9,gfi,96,1,458,130,-9,-9,66,977,2,1
140042,21,,-9,gfi,96,1,334,130,-9,-9,83,1329,2,1
140042,22,,-9,gfi,96,1,338,130,-9,-9,83,1610,2,1
140042,23,,-9,gfi,96,1,379,130,-9,-9,95,1563,2,1
140042,24,,-9,gfi,96,1,373,130,-9,-9,113,1254,2,1
140042,25,,-9,gfi,96,1,434,150,-9,-9,114,1607,2,1
140042,26,,-9,gfi,96,1,417,130,-9,-9,133,1601,2,1
140043,1,,-9,rbu,89,1,510,130,280,76,135,299,1,1
140043,2,,-9,gfi,95,1,358,130,290,164,158,1198,2,1
140043,3,,-9,rbu,89,1,330,130,-9,-9,164,1330,3,1
140043,4,,-9,ela,95,1,357,130,275,198,204,1629,2,1
140043,5,,-9,rbu,89,1,359,130,-9,-9,198,1265,2,1
140043,6,,-9,ela,95,1,206,130,245,223,203,1103,4,1
140043,7,,-9,gfi,95,1,235,130,202,143,206,759,4,1
140043,8,,-9,ela,95,1,268,130,276,203,213,610,2,1
140043,9,,-9,gfi,95,1,492,130,301,144,222,1251,1,1
140043,10,,-9,gfi,95,1,329,130,257,132,215,1755,2,1
140043,11,,-9,gfi,95,1,451,130,-9,-9,232,966,2,1
140043,12,,-9,gfi,95,1,228,130,-9,-9,262,162,4,1
140043,13,,-9,gfi,95,1,271,130,-9,-9,292,496,4,1
140043,14,,-9,gfi,95,1,509,130,295,128,309,1205,1,1
140043,15,,-9,rbu,89,1,375,130,246,91,306,1329,3,1
