bund_nr,alter,bhd_hoehe,alter_methode,hoehe,kransatz,kraft,lfd_nr,schi,baumkennzahl,bart,zwiesel,bhd,hori,d_mess,azi
140046,79,130,1,,,2,3,1,2,gfi,,,1603,311,230
140046,79,130,1,,,2,4,1,2,gfi,,,1003,382,254
140046,79,130,1,278,167,2,5,1,2,gfi,,,371,340,261
140046,79,130,1,,,3,6,1,2,gfi,,,384,279,327
140046,79,130,1,,,2,7,1,2,gfi,,,819,392,296
140046,79,120,1,,,2,8,1,2,gfi,,,1131,382,297
140046,79,130,1,,,2,9,1,2,gfi,,,1577,308,311
140046,79,130,1,,,2,10,1,2,gfi,,,1521,340,332
140046,79,130,1,236,115,3,11,1,2,gfi,,,1165,218,349
140046,79,130,1,305,176,1,12,1,2,gfi,,,651,424,358
140046,79,130,1,,,2,13,1,2,gfi,,,926,343,377
140046,79,130,1,,,3,14,1,2,gfi,,,1130,221,376
140046,79,130,1,,,2,15,1,2,gfi,,,1538,352,394
140046,79,130,1,,,3,16,1,2,gfi,,,925,244,10
140046,79,130,1,,,2,17,1,2,gfi,,,524,369,5
140046,79,130,1,,,3,18,1,2,gfi,,,377,235,46
140046,79,130,1,165,145,4,19,1,2,gfi,,,623,121,33
140046,79,130,1,,,4,20,1,2,gfi,,,1049,119,35
140046,79,130,1,,,2,21,1,2,gfi,,,1684,361,38
140046,79,130,1,,,2,22,1,2,gfi,,,1722,314,55
140046,79,130,1,,,3,23,1,2,gfi,,,932,231,57
140046,79,130,1,,,2,24,1,2,gfi,,,733,290,56
140046,79,130,1,,,4,25,1,2,gfi,,,436,123,92
140046,79,130,1,,,2,26,1,2,gfi,,,591,295,83
140046,79,130,1,,,2,27,1,2,gfi,,,892,352,86
140046,79,130,1,,,4,28,1,2,gfi,,,995,131,91
140046,79,130,1,,,2,29,1,2,gfi,,,1439,396,69
140046,79,130,1,,,2,30,1,2,gfi,,,1296,372,102
140046,79,130,1,,,2,31,1,2,gfi,,,803,378,127
140046,79,130,1,,,3,32,1,2,gfi,,,395,253,116
140046,79,130,1,,,3,33,1,2,gfi,,,119,238,127
140046,79,130,1,,,3,34,1,2,gfi,,,427,210,160
140046,79,130,1,175,125,4,35,1,2,gfi,,,553,178,169
140046,79,130,1,,,2,36,1,2,gfi,,,663,304,181
140046,79,130,1,,,4,37,1,2,gfi,,,746,120,196
140046,79,130,1,,,2,38,1,2,gfi,,,840,289,206
140046,79,130,1,,,2,39,1,2,gfi,,,1211,305,207
140046,79,130,1,,,2,40,1,2,gfi,,,1600,327,165
140046,79,130,1,,,3,41,1,2,gfi,,,1106,254,175
140046,79,130,1,,,3,42,1,2,gfi,,,1002,235,166
140046,79,130,1,,,2,43,1,2,gfi,,,1249,295,326
140046,51,150,5,117,81,4,44,1,2,sbi,,,1099,126,130
140046,51,130,5,171,96,4,45,1,2,sbi,,,1255,213,123
140046,51,130,5,116,78,4,46,1,2,sbi,,,1213,118,135
140047,114,130,1,,,2,1,1,7,gfi,,,324,383,102
140047,52,130,1,78,22,-9,2,2,7,gfi,,,309,74,121
140047,52,150,1,95,20,-9,3,2,7,gfi,,,955,108,105
140047,114,130,1,,,2,4,1,7,gfi,,,1100,415,107
140047,52,130,1,,,-9,5,2,7,gfi,,,902,101,127
140047,114,130,1,,,2,6,1,7,gfi,,,801,407,133
140047,52,130,1,,,-9,7,2,7,gfi,,,748,108,140
140047,52,130,1,,,-9,8,2,7,gfi,,,931,132,153
140047,52,130,1,,,-9,9,2,7,gfi,,,1162,149,167
140047,52,150,1,,,-9,10,2,7,gfi,,,1066,131,186
140047,52,130,1,,,-9,11,2,7,gfi,,,1117,100,197
140047,52,140,1,,,-9,12,2,7,gfi,,,743,116,171
140047,52,150,1,,,-9,13,2,7,gfi,,,466,131,150
140047,52,150,1,,,-9,14,2,7,gfi,,,295,114,207
140047,52,130,1,,,-9,15,2,7,gfi,,,767,102,192
140047,114,130,1,,,2,16,1,7,gfi,,,1482,436,213
140047,114,150,1,,,2,17,1,7,gfi,,,1552,360,235
140047,114,130,1,,,2,18,1,7,gfi,,,821,385,236
140047,52,130,1,,,-9,19,2,7,gfi,,,508,83,250
140047,52,130,1,,,-9,20,2,7,gfi,,,358,100,254
140047,114,130,1,266,118,2,21,1,7,gfi,,,1061,423,289
140047,114,130,1,,,2,22,1,7,gfi,,,1647,325,311
140047,114,130,1,258,150,2,23,1,7,gfi,,,1690,328,314
140047,114,130,1,254,148,2,24,1,7,gfi,,,1285,363,326
140047,114,130,1,,,2,25,1,7,gfi,,,1250,382,339
140047,52,130,1,,,-9,26,2,7,gfi,,,990,114,337
140047,114,130,1,,,2,27,1,7,gfi,,,570,350,307
140047,52,130,1,,,-9,28,2,7,gfi,,,501,84,297
140047,114,130,1,,,2,29,1,7,gfi,,,247,368,298
140047,52,140,1,,,-9,30,2,7,gfi,,,454,74,344
140047,114,150,1,,,2,31,1,7,gfi,,,453,316,374
140047,52,130,1,,,-9,32,2,7,gfi,,,992,120,366
140047,114,130,1,,,2,33,1,7,gfi,,,1320,434,356
140047,52,130,1,,,-9,34,2,7,gfi,,,807,133,386
140047,52,130,1,,,-9,35,2,7,gfi,,,643,101,391
140047,114,130,1,195,135,3,36,1,7,gfi,,,900,250,12
140047,114,130,1,298,135,1,37,1,7,gfi,,,1778,529,7
140047,114,130,1,,,2,38,1,7,gfi,,,387,319,15
140047,52,130,1,,,-9,39,2,7,gfi,,,125,75,30
140047,114,130,1,,,2,40,1,7,gfi,,,791,406,30
140047,114,170,1,,,2,41,1,7,gfi,,,1335,375,31
140047,114,130,1,,,2,42,1,7,gfi,,,1378,448,41
140047,52,130,1,,,-9,43,2,7,gfi,,,594,128,80
140047,114,150,1,,,2,44,1,7,gfi,,,924,356,72
140047,114,130,1,,,2,45,1,7,gfi,,,1601,371,72
140048,121,130,1,316,188,1,1,1,7,gfi,,,1708,532,14
140048,121,120,1,251,187,4,2,1,7,gfi,,,1241,318,29
140048,121,130,1,290,151,2,3,1,7,gfi,,,1136,410,61
140048,121,130,1,,,2,4,1,7,gfi,,,1662,362,94
140048,121,130,1,,,3,5,1,7,gfi,,,1325,312,87
140048,121,130,1,299,176,2,6,1,7,gfi,,,1414,397,104
140048,121,150,1,,,2,7,1,7,gfi,,,1158,416,116
140048,121,130,1,,,3,8,1,7,gfi,,,1507,312,151
140048,121,130,1,317,169,1,9,1,7,gfi,,,1776,599,198
140049,38,130,1,,,2,1,1,1,gfi,,,138,300,100
140049,38,130,1,,,2,2,1,1,gfi,,,1105,357,75
140049,38,130,1,,,2,3,1,1,gfi,,,1119,345,100
140049,38,150,1,,,2,4,1,1,gfi,,,1174,280,143
140049,38,130,1,,,1,5,1,1,gfi,,,835,382,114
140049,38,130,1,,,2,6,1,1,gfi,,,479,320,108
140049,38,130,1,,,2,7,1,1,gfi,,,904,353,147
140049,38,130,1,,,1,8,1,1,gfi,,,1511,395,159
140049,38,130,1,,,3,9,1,1,gfi,,,1227,186,177
140049,38,130,1,,,2,10,1,1,gfi,,,1075,346,178
140049,38,130,1,,,2,11,1,1,gfi,,,638,358,168
140049,38,130,1,,,3,12,1,3,gfi,,,285,171,190
140049,38,130,1,,,2,13,1,1,gfi,,,693,283,201
140049,38,130,1,,,4,14,1,2,gfi,,,895,163,191
140049,38,130,1,,,3,15,1,2,gfi,,,1143,183,193
140049,38,130,1,,,1,16,1,1,gfi,,,1574,432,197
140049,38,130,1,,,2,17,1,1,gfi,,,1733,390,217
140049,38,130,1,,,2,18,1,1,gfi,,,1013,332,211
140049,38,130,1,,,2,19,1,1,gfi,,,877,322,232
140049,38,130,1,,,2,20,1,1,gfi,,,469,289,237
140049,38,130,1,,,2,21,1,1,gfi,,,258,247,252
140049,38,130,1,242,103,2,22,1,1,gfi,,,462,231,287
140049,38,140,1,,,3,23,1,1,gfi,,,771,199,263
140049,38,130,1,,,2,24,1,1,gfi,,,1188,255,251
140049,38,130,1,,,2,25,1,1,gfi,,,1644,400,247
140049,38,130,1,263,128,2,26,1,1,gfi,,,1549,443,281
140049,38,130,1,262,94,2,27,1,1,gfi,,,1199,378,288
140049,38,140,1,93,73,4,28,1,2,gfi,,,1170,101,282
140049,38,130,1,257,147,2,29,1,1,gfi,,,883,360,293
140049,38,130,1,268,135,2,30,1,1,gfi,,,1038,400,307
140049,38,130,1,250,157,2,31,1,1,gfi,,,578,296,323
140049,38,130,1,,,2,32,1,1,gfi,,,148,287,357
140049,38,130,1,,,2,33,1,1,gfi,,,539,349,357
140049,38,150,1,,,2,34,1,2,gfi,,,891,229,337
140049,38,130,1,,,2,35,1,1,gfi,,,1288,403,338
140049,38,130,1,,,2,36,1,2,gfi,,,1222,197,355
140049,38,130,1,,,2,37,1,1,gfi,,,1138,363,381
140049,38,130,1,,,3,38,1,1,gfi,,,1203,182,14
140049,38,130,1,242,120,2,39,1,1,gfi,,,1091,327,2
140049,38,130,1,,,2,40,1,1,gfi,,,623,358,8
140049,38,130,1,,,4,41,1,3,gfi,,,300,164,24
140049,38,130,1,,,2,42,1,1,gfi,,,575,304,31
140049,38,130,1,,,2,43,1,1,gfi,,,782,363,44
140049,38,130,1,,,3,44,1,1,gfi,,,1152,240,54
140050,36,140,1,,,2,1,1,7,gfi,,,1163,203,226
140050,36,130,1,,,4,2,9,7,gfi,,,893,113,223
140050,36,120,1,,,4,3,9,7,gfi,,,945,155,234
140050,36,130,1,,,4,4,9,7,gfi,,,768,144,244
140050,36,50,1,,,4,5,9,7,gfi,,,669,122,254
140050,36,130,1,,,4,6,1,7,gfi,,,802,117,258
140050,36,130,1,,,4,7,9,7,gfi,,,707,224,269
140050,36,150,1,,,2,8,1,7,gfi,,,1225,166,255
140050,36,130,1,,,2,9,1,7,gfi,,,1200,162,263
140050,36,150,1,,,2,10,1,7,gfi,,,1155,201,281
140050,36,130,1,,,2,11,1,7,gfi,,,1159,254,294
140050,36,130,1,,,2,12,1,7,gfi,,,795,200,297
140050,36,150,1,,,4,13,1,7,gfi,,,893,230,316
140050,36,130,1,,,4,14,9,7,gfi,,,1195,105,316
140050,36,100,1,,,4,15,9,7,gfi,,,982,223,350
140050,36,130,1,,,2,16,1,7,gfi,,,913,173,335
140050,36,130,1,,,3,17,1,7,gfi,,,753,156,342
140050,36,130,1,,,2,18,1,7,gfi,,,568,215,333
140050,36,130,1,87,29,4,19,1,7,rbu,,,419,102,298
140050,36,150,1,,,4,20,1,7,gfi,,,743,134,361
140050,36,130,1,,,4,21,1,7,gfi,,,1013,116,360
140050,36,130,1,168,109,3,22,1,7,sbi,,,1235,163,366
140050,36,130,1,190,74,2,23,1,7,gfi,,,1021,256,379
140050,36,130,1,,,4,24,9,7,gfi,,,1020,127,5
140050,36,130,1,,,4,25,9,7,gfi,,,619,171,6
140050,36,140,1,,,3,26,1,7,gfi,,,408,200,392
140050,36,130,1,84,61,4,27,9,7,gfi,,,457,81,20
140050,36,130,1,,,2,28,1,7,gfi,,,897,216,9
140050,36,130,1,,,1,29,1,7,gfi,,,707,257,24
140050,36,140,1,,,2,30,1,7,gfi,,,1107,228,26
140050,36,130,1,,,2,31,1,7,gfi,,,1040,223,54
140050,36,130,1,156,78,3,32,1,7,gfi,,,625,142,42
140050,36,130,1,,,2,33,1,7,gfi,,,485,156,46
140050,36,130,1,,,3,34,1,7,gfi,,,270,138,45
140050,36,130,1,,,2,35,1,7,gfi,,,408,171,70
140050,36,130,1,165,67,2,36,1,7,gfi,,,460,207,104
140050,36,130,1,,,4,37,1,7,gfi,,,837,173,79
140050,36,130,1,139,61,2,38,1,7,gfi,,,1008,173,83
140050,36,130,1,,,4,39,9,7,gfi,,,1093,145,92
140050,36,130,1,,,2,40,1,7,gfi,,,1066,155,103
140050,36,140,1,,,2,41,1,7,gfi,,,1188,215,116
140050,36,130,1,,,4,42,1,7,gfi,,,882,175,114
140050,36,130,1,,,2,43,1,7,gfi,,,1209,185,138
140050,36,130,1,,,4,44,1,7,gfi,,,985,140,146
140050,36,150,1,,,2,45,1,7,gfi,,,899,193,162
140050,36,130,1,,,3,46,1,7,gfi,,,1212,154,172
140050,36,130,1,,,2,47,1,7,gfi,,,1190,231,186
140050,36,140,1,,,1,48,1,7,gfi,,,1204,296,202
140050,36,150,1,,,3,49,1,7,gfi,,,858,124,212
140050,36,130,1,,,2,50,1,7,gfi,,,639,216,208
140050,36,130,1,143,67,4,51,1,7,sbi,,,528,96,185
140050,36,130,1,,,4,52,9,7,gfi,,,615,162,156
140050,36,150,1,,,4,53,1,7,gfi,,,290,128,147
140050,36,140,1,,,1,54,1,7,gfi,,,186,258,216
140050,36,150,1,,,4,55,9,7,gfi,,,721,190,382
140051,140,130,1,295,197,2,1,1,1,gfi,,,272,343,266
140051,140,130,1,,,2,2,1,1,gfi,,,1586,431,279
140051,140,130,1,,,2,3,1,1,gfi,,,1107,493,280
140051,140,130,1,327,161,1,4,1,1,gfi,,,826,564,308
140051,140,170,1,,,1,5,1,1,gfi,,,1601,542,302
140051,140,130,1,,,2,6,1,1,gfi,,,1515,468,325
140051,140,130,1,,,2,7,1,1,gfi,,,1286,506,349
140051,140,130,1,,,2,8,1,1,gfi,,,772,453,378
140051,140,130,1,,,2,9,1,1,gfi,,,380,405,380
140051,140,150,1,302,178,2,10,1,1,gfi,,,603,359,19
140051,140,150,1,,,2,11,1,1,gfi,,,1393,455,389
140051,140,160,1,,,2,12,1,1,gfi,,,1758,403,17
140051,140,130,1,,,2,13,1,1,gfi,,,1321,492,15
140051,140,150,1,,,2,14,1,3,gfi,,,1761,455,32
140051,140,130,1,260,162,2,15,1,1,gfi,,,1467,376,45
140051,140,130,1,282,150,2,16,1,1,gfi,,,1304,471,83
140051,140,130,1,282,130,2,17,1,1,gfi,,,502,375,61
140051,140,130,1,,,2,18,1,1,gfi,,,642,402,103
140051,140,130,1,322,176,2,19,1,1,gfi,,,802,425,131
140051,140,130,1,,,3,20,1,1,gfi,,,203,309,130
140051,140,130,1,275,132,2,21,1,3,gfi,,,1038,362,160
140051,140,130,1,254,140,2,22,1,1,gfi,,,1566,328,151
140051,140,130,1,274,170,2,23,1,1,gfi,,,1762,375,183
140051,140,150,1,,,2,24,1,1,gfi,,,1505,371,181
140051,140,130,1,264,153,2,25,1,3,gfi,,,1776,484,204
140051,140,130,1,248,132,2,26,1,1,gfi,,,1301,380,206
140051,140,130,1,,,2,27,1,1,gfi,,,724,481,185
140052,129,130,1,286,221,3,1,1,1,str,,,353,367,20
140052,129,130,1,279,151,3,2,1,1,gfi,,,705,353,32
140052,129,130,1,254,146,3,3,1,2,gfi,,,885,227,43
140052,129,130,1,,,2,4,1,1,gfi,,,1750,346,81
140052,129,130,1,305,196,2,5,1,1,gfi,,,1484,442,87
140052,129,130,1,244,162,3,6,1,1,gfi,,,1115,226,86
140052,129,170,1,341,159,2,7,1,1,gfi,,,1015,510,70
140052,129,130,1,290,152,2,8,1,1,gfi,,,1094,386,110
140052,129,130,1,306,156,2,9,1,1,gfi,,,1532,365,133
140052,129,130,1,312,194,2,10,1,1,gfi,,,1632,377,162
140052,129,130,1,,,2,11,1,1,gfi,,,1476,347,171
140052,129,130,1,,,2,12,1,1,gfi,,,1241,360,187
140052,129,130,1,313,160,2,13,1,1,gfi,,,545,436,170
140052,129,130,1,,,3,14,1,1,gfi,,,174,264,149
140052,129,130,1,,,2,15,1,1,gfi,,,927,368,209
140052,129,130,1,,,2,16,1,1,gfi,,,1722,360,209
140052,129,130,1,,,2,17,1,1,gfi,,,1725,353,244
140052,129,130,1,,,2,18,1,1,gfi,,,1062,390,232
140052,129,130,1,,,3,19,1,1,gfi,,,1161,259,236
140052,129,130,1,214,183,4,20,1,2,gfi,,,1202,171,246
140052,129,130,1,282,150,2,21,1,1,gfi,,,1148,295,259
140052,129,130,1,270,160,3,22,1,1,gfi,,,1260,312,267
140052,129,130,1,,,2,23,1,1,gfi,,,965,439,282
140052,129,130,1,,,2,24,1,1,gfi,,,1637,349,302
140052,129,130,1,,,2,25,1,1,gfi,,,1344,381,301
140052,129,130,1,,,2,26,1,1,gfi,,,1359,397,322
140052,129,130,1,,,2,27,1,1,gfi,,,1700,455,350
140052,129,130,1,328,180,1,28,1,1,gfi,,,1162,577,344
140052,129,130,1,292,168,2,29,1,1,gfi,,,657,315,315
140052,129,130,1,,,2,30,1,1,gfi,,,499,451,331
140052,129,130,1,,,2,31,1,1,gfi,,,287,285,336
140052,129,130,1,206,132,4,32,1,1,gfi,,,648,214,363
140052,129,130,1,,,2,33,1,1,gfi,,,909,425,361
140052,129,130,1,,,2,34,1,1,gfi,,,1624,388,3
140053,116,130,1,330,211,2,1,1,1,gfi,,,259,440,348
140053,116,130,1,309,199,3,2,1,1,gfi,,,504,358,291
140053,116,130,1,,,2,3,1,1,gfi,,,813,460,317
140053,60,130,1,128,46,0,4,2,1,sei,,,1139,251,315
140053,60,130,1,134,30,0,5,2,1,sei,,,874,216,351
140053,60,130,1,116,39,0,6,2,1,isk,,,968,171,362
140053,116,160,1,,,2,7,1,1,gfi,,,597,405,363
140053,116,130,1,313,175,2,8,1,1,gfi,,,712,424,389
140053,116,130,1,314,183,2,9,1,1,gfi,,,895,366,17
140053,40,130,1,136,27,0,10,2,1,sbi,,,887,200,23
140053,116,160,1,355,153,1,11,1,1,gfi,,,1033,590,63
140053,116,130,1,,,2,12,1,2,gfi,,,1263,352,86
140053,116,130,1,294,190,3,13,1,1,gfi,,,788,308,88
140053,40,130,1,103,19,0,14,2,1,sbi,,,239,130,54
140053,116,130,1,,,2,15,1,1,gfi,,,1121,462,117
140053,116,130,1,265,143,2,16,1,1,gfi,,,1618,396,147
140053,116,130,1,,,2,17,1,1,gfi,,,966,418,138
140053,116,150,1,,,3,18,1,1,gfi,,,991,265,157
140053,60,130,1,247,166,3,19,1,2,sbi,,,1671,328,170
140053,116,130,1,,,2,20,1,1,gfi,,,722,411,189
140053,40,130,1,-2,-2,4,21,1,2,sbi,,,714,134,200
140053,60,130,1,256,75,3,22,1,1,sbi,,,1287,358,205
140053,116,120,1,,,3,23,1,1,gfi,,,901,334,228
140053,60,130,1,243,41,3,24,1,1,sbi,,,1254,200,203
140054,40,130,1,,,2,1,1,1,gfi,,,526,248,326
140054,40,130,1,,,3,2,1,1,gfi,,,921,171,331
140054,40,130,1,,,2,3,1,1,gfi,,,890,256,342
140054,40,140,1,,,2,4,1,1,gfi,,,894,256,362
140054,40,150,1,,,2,5,1,1,gfi,,,489,222,354
140054,40,130,1,224,120,2,6,1,1,gfi,,,105,267,374
140054,40,130,1,,,3,7,1,1,gfi,,,305,165,383
140054,40,130,1,,,3,8,1,1,gfi,,,552,182,382
140054,40,150,1,,,2,9,1,1,gfi,,,943,238,375
140054,40,130,1,,,1,10,1,1,gfi,,,1227,301,383
140054,40,160,1,,,4,11,1,1,gfi,,,1027,136,382
140054,40,130,1,,,3,12,1,1,gfi,,,688,119,1
140054,40,130,1,,,2,13,1,1,gfi,,,970,190,1
140054,40,130,1,,,4,14,1,1,gfi,,,1172,116,397
140054,40,130,1,,,2,15,1,1,gfi,,,385,226,37
140054,40,130,1,,,2,16,1,1,gfi,,,613,187,21
140054,40,130,1,,,2,17,1,1,gfi,,,830,200,12
140054,40,150,1,,,3,18,1,1,gfi,,,1143,154,10
140054,40,130,1,,,3,19,1,1,gfi,,,1070,174,21
140054,40,130,1,,,2,20,1,1,gfi,,,1258,205,25
140054,40,130,1,,,4,21,1,1,gfi,,,1020,130,32
140054,40,130,1,250,150,1,22,1,1,ela,,,927,423,31
140054,40,130,1,,,3,23,1,1,gfi,,,653,126,42
140054,40,150,1,,,4,24,1,1,gfi,,,1011,104,44
140054,40,130,1,,,3,25,1,1,gfi,,,792,159,64
140054,40,130,1,,,2,26,1,1,gfi,,,494,306,69
140054,40,130,1,,,2,27,1,1,gfi,,,916,272,73
140054,40,130,1,,,2,28,1,1,gfi,,,1033,194,72
140054,40,130,1,197,88,3,29,1,1,gfi,,,469,171,102
140054,40,150,1,206,96,2,30,1,1,gfi,,,341,230,144
140054,40,130,1,210,42,2,31,1,1,gfi,,,715,382,138
140054,40,150,1,,,2,32,1,1,gfi,,,1623,368,132
140054,40,130,1,231,48,2,33,1,1,gfi,,,1123,341,151
140054,40,130,1,245,98,1,34,1,1,gfi,,,1138,322,158
140054,40,160,1,,,2,35,1,1,gfi,,,553,263,158
140054,40,130,1,,,3,36,1,1,gfi,,,741,180,165
140054,40,130,1,,,3,37,1,3,gfi,,,595,177,182
140054,40,150,1,,,2,38,1,1,gfi,,,540,262,209
140054,40,130,1,,,1,39,1,1,gfi,,,987,413,196
140054,40,130,1,,,3,40,1,1,gfi,,,1183,216,216
140054,40,130,1,,,4,41,1,1,gfi,,,1127,125,227
140054,40,170,1,,,2,42,1,1,gfi,,,313,307,270
140054,40,130,1,,,2,43,1,1,gfi,,,693,237,258
140054,40,140,1,,,2,44,1,1,gfi,,,1224,230,262
140054,40,150,1,,,1,45,1,1,gfi,,,895,358,285
140054,40,130,1,,,2,46,1,1,gfi,,,471,261,290
140054,40,130,1,,,4,47,1,1,gfi,,,311,117,314
140054,40,160,1,,,2,48,1,1,gfi,,,1180,247,304
140054,40,130,1,,,2,49,1,1,gfi,,,1108,208,309
140054,40,130,1,,,3,50,1,1,gfi,,,1044,194,316
140054,40,130,1,,,4,51,1,3,gfi,,,1218,111,322
140055,91,130,1,348,159,1,1,1,7,gfi,,,885,489,309
140055,91,130,1,308,179,3,2,1,7,gfi,,,1750,308,342
140055,91,130,1,354,187,1,3,1,7,gfi,,,1235,553,342
140055,91,130,1,328,194,2,4,1,7,gfi,,,909,357,340
140055,91,130,1,347,179,2,5,1,7,gfi,,,542,441,346
140055,91,130,1,,,2,6,1,7,gfi,,,219,417,391
140055,91,130,1,,,2,7,1,7,gfi,,,719,440,376
140055,91,130,1,217,191,4,8,1,7,gfi,,,1008,205,375
140055,91,130,1,,,2,9,1,7,gfi,,,1117,450,374
140055,91,130,1,,,1,10,1,7,gfi,,,1620,494,374
140055,91,130,1,,,3,11,1,7,gfi,,,978,354,7
140055,91,130,1,,,2,12,1,7,gfi,,,1108,495,18
140055,91,130,1,,,3,13,1,7,gfi,,,1713,377,24
140055,91,130,1,,,1,14,1,7,gfi,,,1541,558,30
140055,91,130,1,365,184,1,15,1,7,gfi,,,1703,539,39
140055,91,130,1,,,3,16,1,7,gfi,,,1361,326,74
140055,91,130,1,,,1,17,1,7,gfi,,,1650,536,91
140055,91,130,1,,,3,18,1,7,gfi,,,911,388,85
140055,91,130,1,,,2,19,1,7,gfi,,,630,494,110
140055,91,130,1,,,3,20,1,7,gfi,,,1084,356,113
140055,91,130,1,,,3,21,1,7,gfi,,,1525,339,125
140055,91,130,1,,,3,22,1,7,gfi,,,1366,303,136
140055,91,130,1,,,2,23,1,7,gfi,,,1053,370,135
140055,91,130,1,270,215,4,24,1,7,gfi,,,821,252,136
140055,91,130,1,,,2,25,1,7,gfi,,,241,435,152
140055,91,130,1,,,2,26,1,7,gfi,,,1380,446,156
140055,91,130,1,,,2,27,1,7,gfi,,,1720,391,167
140055,91,130,1,,,3,28,1,7,gfi,,,928,263,174
140055,91,130,1,286,96,3,29,1,7,ges,,,1404,321,194
140055,91,130,1,333,159,2,30,1,7,tei,,,1603,466,196
140055,91,130,1,,,3,31,1,7,gfi,,,1604,338,207
140055,91,130,1,297,183,3,32,1,7,tei,,,1781,353,219
140055,91,130,1,314,188,2,33,1,7,sbi,,,1231,423,224
140055,91,130,1,,,3,34,1,7,gfi,,,554,366,214
140055,91,130,1,,,4,35,1,7,gfi,,,453,253,225
140055,91,130,1,,,3,36,1,7,gfi,,,1609,341,290
140055,91,130,1,,,3,37,1,7,gfi,,,1747,316,298
140056,75,130,1,234,123,2,1,1,1,sbi,,,236,337,322
140056,75,150,1,143,116,4,2,1,1,gfi,,,311,149,345
140056,75,130,1,217,70,2,3,1,1,gfi,,,568,354,341
140056,75,130,1,109,42,4,4,1,1,ei,,,648,302,352
140056,75,130,1,,,4,5,1,3,gfi,,,443,105,373
140056,75,120,1,90,26,4,6,1,3,vbe,,,779,172,370
140056,75,130,1,246,162,2,7,1,1,gki,,,695,414,387
140056,75,130,1,,,4,8,1,1,gfi,,,271,157,396
140056,75,130,1,,,3,9,1,1,gfi,,,414,194,20
140056,75,140,1,,,3,10,1,1,gfi,,,518,170,20
140056,75,130,1,,,2,11,1,1,gfi,,,569,302,8
140056,75,130,1,,,4,12,1,1,gfi,,,747,177,2
140056,75,130,1,,,4,13,1,1,sbi,,,1080,237,395
140056,75,130,1,110,68,3,14,1,1,sbi,,,1118,186,396
140056,75,130,1,269,166,2,15,1,1,gfi,,,1065,425,8
140056,75,130,1,,,4,16,1,1,gfi,,,1256,132,18
140056,75,130,1,,,2,17,1,1,gfi,,,1160,272,24
140056,75,130,1,,,4,18,1,1,gfi,,,1092,138,36
140056,75,130,1,,,2,19,1,1,gfi,,,867,329,48
140056,75,130,1,263,171,2,20,1,1,gfi,,,735,253,26
140056,75,130,1,,,4,21,1,2,gfi,,,164,113,78
140056,75,130,1,,,4,22,1,1,gfi,,,329,156,59
140056,75,130,1,,,2,23,1,1,gfi,,,430,272,65
140056,75,130,1,,,2,24,1,1,gfi,,,763,254,72
140056,75,130,1,,,2,25,1,1,gfi,,,1001,255,56
140056,75,130,1,,,2,26,1,1,gfi,,,1439,332,70
140056,75,130,1,,,2,27,1,1,gfi,,,1152,297,78
140056,75,130,1,,,2,28,1,1,gfi,,,732,277,87
140056,75,130,1,,,2,29,1,1,gfi,,,347,275,114
140056,75,130,1,,,2,30,1,1,gfi,,,741,258,113
140056,75,130,1,,,3,31,1,1,gfi,,,914,161,120
140056,75,130,1,,,2,32,1,1,gfi,,,1159,283,101
140056,75,150,1,,,2,33,1,1,gfi,,,1249,387,107
140056,75,130,1,,,3,34,1,1,gfi,,,1222,240,116
140056,75,150,1,297,135,1,35,1,1,gfi,,,1252,479,136
140056,75,130,1,,,3,36,1,1,gfi,,,1064,250,139
140056,75,130,1,,,4,37,1,2,gfi,,,1020,138,147
140056,75,130,1,,,3,38,1,1,gfi,,,1174,200,153
140056,75,130,1,,,2,39,1,1,gfi,,,1547,320,162
140056,75,130,1,,,4,40,1,1,gfi,,,1175,149,163
140056,75,130,1,,,2,41,1,1,gfi,,,742,327,153
140056,75,150,1,,,3,42,1,1,gfi,,,478,210,143
140056,75,130,1,,,4,43,1,1,gfi,,,304,148,156
140056,75,130,1,,,3,44,1,1,gfi,,,514,268,172
140056,75,130,1,,,4,45,1,3,gfi,,,1193,124,171
140056,75,130,1,,,2,46,1,1,gfi,,,1178,305,189
140056,75,130,1,,,3,47,1,1,gfi,,,1036,183,191
140056,75,130,1,,,2,48,1,1,gfi,,,936,290,186
140056,75,130,1,,,4,49,1,1,gfi,,,621,143,190
140056,75,150,1,,,2,50,1,1,gfi,,,693,242,203
140056,75,130,1,272,202,2,51,1,1,gfi,,,1122,330,204
140056,75,130,1,,,3,52,1,1,gfi,,,1181,221,210
140056,75,130,1,,,1,53,1,1,gfi,,,1719,445,203
140056,75,130,1,258,119,2,54,1,1,gfi,,,1480,445,212
140056,75,130,1,,,3,55,1,1,gfi,,,1239,226,220
140056,75,130,1,,,2,56,1,1,gfi,,,936,337,226
140056,75,130,1,155,85,4,57,1,1,sbi,,,1192,150,233
140056,75,130,1,,,4,58,1,1,gfi,,,606,152,224
140056,75,130,1,,,2,59,1,1,gfi,,,361,278,224
140056,75,130,1,,,2,60,1,1,gfi,,,164,320,228
140056,75,130,1,,,2,61,1,1,gfi,,,608,304,242
140056,75,130,1,169,30,4,62,1,1,bah,,,1136,422,257
140056,75,130,1,247,89,2,63,1,1,sbi,,,900,445,263
140056,75,130,1,240,186,2,64,1,1,gki,,,837,422,285
